fecha,letra,share_mujer
2008-10-01,R,.39891109
2008-10-01,S,.47184998
2008-10-01,U,.53773582
2008-10-01,Z,.25340599
2008-11-01,A,.12285571
2008-11-01,B,.084744111
2008-11-01,C,.17899619
2008-11-01,D,.16216572
2008-11-01,E,.10348637
2008-11-01,F,.04512874
2008-11-01,G,.34526032
2008-11-01,H,.091162816
2008-11-01,I,.4337073
2008-11-01,J,.33793133
2008-11-01,K,.47758502
2008-11-01,L,.33952826
2008-11-01,M,.42376879
2008-11-01,N,.33119246
2008-11-01,O,.30256072
2008-11-01,P,.74019533
2008-11-01,Q,.73104095
2008-11-01,R,.39838967
2008-11-01,S,.472381
2008-11-01,U,.5363372
2008-11-01,Z,.25663716
2008-12-01,A,.11521441
2008-12-01,B,.084785022
2008-12-01,C,.18078274
2008-12-01,D,.16284849
2008-12-01,E,.10277369
2008-12-01,F,.046918977
2008-12-01,G,.34853634
2008-12-01,H,.090869538
2008-12-01,I,.43571481
2008-12-01,J,.33795851
2008-12-01,K,.47722912
2008-12-01,L,.34278774
2008-12-01,M,.42545971
2008-12-01,N,.32800204
2008-12-01,O,.30457881
2008-12-01,P,.73853272
2008-12-01,Q,.73106551
2008-12-01,R,.39710525
2008-12-01,S,.47207817
2008-12-01,U,.53940707
2008-12-01,Z,.250774
2009-01-01,A,.11816432
2009-01-01,B,.085951403
2009-01-01,C,.18355049
2009-01-01,D,.16233921
2009-01-01,E,.10213493
2009-01-01,F,.047950491
2009-01-01,G,.35136193
2009-01-01,H,.090666309
2009-01-01,I,.44085991
2009-01-01,J,.33702809
2009-01-01,K,.47482532
2009-01-01,L,.34571242
2009-01-01,M,.42206296
2009-01-01,N,.32899165
2009-01-01,O,.31458333
2009-01-01,P,.73955709
2009-01-01,Q,.73137546
2009-01-01,R,.40140137
2009-01-01,S,.47022563
2009-01-01,U,.54441261
2009-01-01,Z,.24902724
2009-02-01,A,.12081462
2009-02-01,B,.08544521
2009-02-01,C,.18439019
2009-02-01,D,.16246821
2009-02-01,E,.1021627
2009-02-01,F,.04786846
2009-02-01,G,.34979922
2009-02-01,H,.090714753
2009-02-01,I,.44009319
2009-02-01,J,.33709583
2009-02-01,K,.47257236
2009-02-01,L,.3429848
2009-02-01,M,.42482868
2009-02-01,N,.33415592
2009-02-01,O,.30528089
2009-02-01,P,.74016798
2009-02-01,Q,.73193961
2009-02-01,R,.399876
2009-02-01,S,.46951324
2009-02-01,U,.54500002
2009-02-01,Z,.2388664
2009-03-01,A,.12218993
2009-03-01,B,.085540585
2009-03-01,C,.1835613
