fecha,clae2,share_mujer
2007-04-01,45,.14201213
2007-04-01,46,.24025977
2007-04-01,47,.41629627
2007-04-01,49,.052554332
2007-04-01,50,.16322593
2007-04-01,51,.41022417
2007-04-01,52,.15661727
2007-04-01,53,.13548727
2007-04-01,55,.52455163
2007-04-01,56,.37222689
2007-04-01,58,.37721974
2007-04-01,59,.400372
2007-04-01,60,.26585782
2007-04-01,61,.36436355
2007-04-01,62,.31402338
2007-04-01,63,.38549617
2007-04-01,64,.44795883
2007-04-01,65,.51764673
2007-04-01,66,.48773623
2007-04-01,68,.32484335
2007-04-01,69,.65780604
2007-04-01,70,.33607468
2007-04-01,71,.13781366
2007-04-01,72,.58987415
2007-04-01,73,.48271772
2007-04-01,74,.34331822
2007-04-01,75,.44021025
2007-04-01,77,.17814828
2007-04-01,78,.25956517
2007-04-01,79,.53444475
2007-04-01,80,.090398297
2007-04-01,81,.47117558
2007-04-01,82,.42144072
2007-04-01,84,.42579862
2007-04-01,85,.74161994
2007-04-01,86,.71586418
2007-04-01,87,.85819143
2007-04-01,88,.73424524
2007-04-01,90,.32264253
2007-04-01,91,.58130401
2007-04-01,92,.47910941
2007-04-01,93,.3044697
2007-04-01,94,.47981536
2007-04-01,95,.1717262
2007-04-01,96,.43138382
2007-04-01,99,.53313255
2007-04-01,999999,.29981378
2007-05-01,1,.10310915
2007-05-01,2,.043524511
2007-05-01,3,.13526772
2007-05-01,5,.036649216
2007-05-01,6,.17070544
2007-05-01,7,.080419578
2007-05-01,8,.068923943
2007-05-01,9,.054965056
2007-05-01,10,.19449706
2007-05-01,11,.14124314
2007-05-01,12,.20559475
2007-05-01,13,.23926969
2007-05-01,14,.59805036
2007-05-01,15,.21980664
2007-05-01,16,.069450594
2007-05-01,17,.13389623
2007-05-01,18,.20015804
2007-05-01,19,.19514261
2007-05-01,20,.22778034
2007-05-01,21,.35730761
2007-05-01,22,.13141349
2007-05-01,23,.070153862
2007-05-01,24,.06007164
2007-05-01,25,.079459712
2007-05-01,26,.25108197
2007-05-01,27,.12108494
2007-05-01,28,.083544463
2007-05-01,29,.092675947
2007-05-01,30,.063501664
2007-05-01,31,.12377977
2007-05-01,32,.22534785
2007-05-01,33,.081030734
2007-05-01,35,.16086112
2007-05-01,36,.18661836
2007-05-01,37,.11438279
2007-05-01,38,.046840575
2007-05-01,39,.092436977
2007-05-01,41,.029246613
2007-05-01,42,.051779158
2007-05-01,43,.050387081
2007-05-01,45,.14220619
2007-05-01,46,.24017201
2007-05-01,47,.41615102
2007-05-01,49,.052435741
2007-05-01,50,.16250959
2007-05-01,51,.40889168
2007-05-01,52,.15552063
2007-05-01,53,.13394919
2007-05-01,55,.51847398
2007-05-01,56,.37187698
2007-05-01,58,.36745265
2007-05-01,59,.41001898
2007-05-01,60,.26564711
2007-05-01,61,.36641449
2007-05-01,62,.31386441
2007-05-01,63,.387934
2007-05-01,64,.44957104
2007-05-01,65,.51407993
2007-05-01,66,.49155205
2007-05-01,68,.32410055
2007-05-01,69,.65939891
2007-05-01,70,.34099096
2007-05-01,71,.13643864
2007-05-01,72,.58844447
2007-05-01,73,.49138582
2007-05-01,74,.32887551
2007-05-01,75,.43656474
2007-05-01,77,.17888999
2007-05-01,78,.26245785
2007-05-01,79,.53280169
2007-05-01,80,.090682268
2007-05-01,81,.477018
2007-05-01,82,.42847425
2007-05-01,84,.42618611
2007-05-01,85,.74119395
2007-05-01,86,.71458369
2007-05-01,87,.86924446
2007-05-01,88,.73379177
2007-05-01,90,.30002385
2007-05-01,91,.58159655
2007-05-01,92,.48015463
2007-05-01,93,.30542421
2007-05-01,94,.48092845
2007-05-01,95,.17120047
2007-05-01,96,.43738467
2007-05-01,99,.53323263
2007-05-01,999999,.31656185
2007-06-01,1,.10104216
2007-06-01,2,.044104803
2007-06-01,3,.12991533
2007-06-01,5,.034313727
2007-06-01,6,.17071344
2007-06-01,7,.079365082
2007-06-01,8,.070383273
2007-06-01,9,.054383118
2007-06-01,10,.19229059
2007-06-01,11,.1409685
2007-06-01,12,.20988725
