fecha,zona_prov,share_mujer
2008-04-01,CORDOBA,.29905021
2008-04-01,CORRIENTES,.19124451
2008-04-01,ENTRE RIOS,.26093018
2008-04-01,FORMOSA,.19526736
2008-04-01,JUJUY,.22803329
2008-04-01,LA PAMPA,.26581946
2008-04-01,LA RIOJA,.24363439
2008-04-01,MENDOZA,.27814519
2008-04-01,MISIONES,.19255123
2008-04-01,NEUQUEN,.25744563
2008-04-01,RIO NEGRO,.31527632
2008-04-01,SALTA,.25147766
2008-04-01,SAN JUAN,.24025635
2008-04-01,SAN LUIS,.24781434
2008-04-01,SANTA CRUZ,.21585189
2008-04-01,SANTA FE,.27274078
2008-04-01,SANTIAGO DEL ESTERO,.25725532
2008-04-01,TIERRA DEL FUEGO,.29144573
2008-04-01,TUCUMAN,.23819251
2008-05-01,BUENOS AIRES,.30397549
2008-05-01,CAPITAL FEDERAL,.36774316
2008-05-01,CATAMARCA,.23612173
2008-05-01,CHACO,.22030827
2008-05-01,CHUBUT,.24677426
2008-05-01,CORDOBA,.30075678
2008-05-01,CORRIENTES,.19370815
2008-05-01,ENTRE RIOS,.26173869
2008-05-01,FORMOSA,.19879127
2008-05-01,JUJUY,.21909834
2008-05-01,LA PAMPA,.26981819
2008-05-01,LA RIOJA,.24762596
2008-05-01,MENDOZA,.27303436
2008-05-01,MISIONES,.19003744
2008-05-01,NEUQUEN,.25849321
2008-05-01,RIO NEGRO,.31388715
2008-05-01,SALTA,.2471001
2008-05-01,SAN JUAN,.24078028
2008-05-01,SAN LUIS,.24931155
2008-05-01,SANTA CRUZ,.21505956
2008-05-01,SANTA FE,.2761558
2008-05-01,SANTIAGO DEL ESTERO,.26043579
2008-05-01,TIERRA DEL FUEGO,.29181388
2008-05-01,TUCUMAN,.23456319
2008-06-01,BUENOS AIRES,.30576944
2008-06-01,CAPITAL FEDERAL,.36919624
2008-06-01,CATAMARCA,.24630439
2008-06-01,CHACO,.22192657
2008-06-01,CHUBUT,.24859962
2008-06-01,CORDOBA,.30504796
2008-06-01,CORRIENTES,.19724187
2008-06-01,ENTRE RIOS,.26501387
2008-06-01,FORMOSA,.2019154
2008-06-01,JUJUY,.20988622
2008-06-01,LA PAMPA,.2753098
2008-06-01,LA RIOJA,.24989766
2008-06-01,MENDOZA,.2750645
2008-06-01,MISIONES,.19251005
2008-06-01,NEUQUEN,.26027855
2008-06-01,RIO NEGRO,.31373781
2008-06-01,SALTA,.24437217
2008-06-01,SAN JUAN,.2416538
2008-06-01,SAN LUIS,.25042719
2008-06-01,SANTA CRUZ,.21556337
2008-06-01,SANTA FE,.27926958
2008-06-01,SANTIAGO DEL ESTERO,.26273689
2008-06-01,TIERRA DEL FUEGO,.29414698
2008-06-01,TUCUMAN,.23150954
2008-07-01,BUENOS AIRES,.30592993
2008-07-01,CAPITAL FEDERAL,.36842987
2008-07-01,CATAMARCA,.24941353
2008-07-01,CHACO,.22100399
2008-07-01,CHUBUT,.2501232
2008-07-01,CORDOBA,.30493569
2008-07-01,CORRIENTES,.19476825
2008-07-01,ENTRE RIOS,.26435113
2008-07-01,FORMOSA,.20136568
2008-07-01,JUJUY,.20981133
