fecha,zona_prov,share_mujer
2014-08-01,MENDOZA,.38975739
2014-08-01,MISIONES,.36637008
2014-08-01,NEUQUEN,.37416711
2014-08-01,RIO NEGRO,.40380529
2014-08-01,SALTA,.38162202
2014-08-01,SAN JUAN,.35251406
2014-08-01,SAN LUIS,.36687601
2014-08-01,SANTA CRUZ,.23784408
2014-08-01,SANTA FE,.38457227
2014-08-01,SANTIAGO DEL ESTERO,.38840821
2014-08-01,TIERRA DEL FUEGO,.39605427
2014-08-01,TUCUMAN,.35341603
2014-09-01,BUENOS AIRES,.39688799
2014-09-01,CAPITAL FEDERAL,.40614384
2014-09-01,CATAMARCA,.38691488
2014-09-01,CHACO,.40259209
2014-09-01,CHUBUT,.36430603
2014-09-01,CORDOBA,.39512569
2014-09-01,CORRIENTES,.3636587
2014-09-01,ENTRE RIOS,.39807898
2014-09-01,FORMOSA,.38533318
2014-09-01,JUJUY,.40784726
2014-09-01,LA PAMPA,.42336586
2014-09-01,LA RIOJA,.40199733
2014-09-01,MENDOZA,.38916537
2014-09-01,MISIONES,.36916938
2014-09-01,NEUQUEN,.37222517
2014-09-01,RIO NEGRO,.40477782
2014-09-01,SALTA,.37913823
2014-09-01,SAN JUAN,.35389557
2014-09-01,SAN LUIS,.3663699
2014-09-01,SANTA CRUZ,.24005368
2014-09-01,SANTA FE,.38571572
2014-09-01,SANTIAGO DEL ESTERO,.38625342
2014-09-01,TIERRA DEL FUEGO,.39212775
2014-09-01,TUCUMAN,.35459146
2014-10-01,BUENOS AIRES,.39793751
2014-10-01,CAPITAL FEDERAL,.40581271
2014-10-01,CATAMARCA,.38544378
2014-10-01,CHACO,.40227416
2014-10-01,CHUBUT,.36413094
2014-10-01,CORDOBA,.39578485
2014-10-01,CORRIENTES,.36397153
2014-10-01,ENTRE RIOS,.39549491
2014-10-01,FORMOSA,.3855423
2014-10-01,JUJUY,.40731865
2014-10-01,LA PAMPA,.42204982
2014-10-01,LA RIOJA,.40420562
2014-10-01,MENDOZA,.38860789
2014-10-01,MISIONES,.3726756
2014-10-01,NEUQUEN,.37025914
2014-10-01,RIO NEGRO,.40316084
2014-10-01,SALTA,.38099611
2014-10-01,SAN JUAN,.35425785
2014-10-01,SAN LUIS,.36688006
2014-10-01,SANTA CRUZ,.24255593
2014-10-01,SANTA FE,.38590604
2014-10-01,SANTIAGO DEL ESTERO,.38691407
2014-10-01,TIERRA DEL FUEGO,.39056665
2014-10-01,TUCUMAN,.35898924
2014-11-01,BUENOS AIRES,.39778572
2014-11-01,CAPITAL FEDERAL,.406133
2014-11-01,CATAMARCA,.38406891
2014-11-01,CHACO,.40553379
2014-11-01,CHUBUT,.36411113
2014-11-01,CORDOBA,.39386496
2014-11-01,CORRIENTES,.36427972
2014-11-01,ENTRE RIOS,.39691281
2014-11-01,FORMOSA,.38590971
2014-11-01,JUJUY,.40891951
2014-11-01,LA PAMPA,.42300341
2014-11-01,LA RIOJA,.40522853
2014-11-01,MENDOZA,.38940495
2014-11-01,MISIONES,.37395459
2014-11-01,NEUQUEN,.36801663
2014-11-01,RIO NEGRO,.40012479
2014-11-01,SALTA,.38100266
2014-11-01,SAN JUAN,.35547668
2014-11-01,SAN LUIS,.36632866
2014-11-01,SANTA CRUZ,.24652906
2014-11-01,SANTA FE,.38560271
2014-11-01,SANTIAGO DEL ESTERO,.38750634
2014-11-01,TIERRA DEL FUEGO,.39019832
2014-11-01,TUCUMAN,.36281762
2014-12-01,BUENOS AIRES,.39728266
2014-12-01,CAPITAL FEDERAL,.40693802
2014-12-01,CATAMARCA,.38601944
2014-12-01,CHACO,.40804982
2014-12-01,CHUBUT,.36661735
2014-12-01,CORDOBA,.3956407
2014-12-01,CORRIENTES,.36489117
2014-12-01,ENTRE RIOS,.39867723
2014-12-01,FORMOSA,.38907257
2014-12-01,JUJUY,.41230389
2014-12-01,LA PAMPA,.42480525
2014-12-01,LA RIOJA,.40861285
2014-12-01,MENDOZA,.39149442
2014-12-01,MISIONES,.37702957
2014-12-01,NEUQUEN,.36933625
2014-12-01,RIO NEGRO,.40431169
2014-12-01,SALTA,.38423374
2014-12-01,SAN JUAN,.35841185
2014-12-01,SAN LUIS,.36425376
2014-12-01,SANTA CRUZ,.24956354
2014-12-01,SANTA FE,.38496986
2014-12-01,SANTIAGO DEL ESTERO,.39026123
2014-12-01,TIERRA DEL FUEGO,.38992721
2014-12-01,TUCUMAN,.36405072
2015-01-01,BUENOS AIRES,.39797899
2015-01-01,CAPITAL FEDERAL,.40470073
2015-01-01,CATAMARCA,.38691828
2015-01-01,CHACO,.40572792
2015-01-01,CHUBUT,.36624062
2015-01-01,CORDOBA,.39789972
2015-01-01,CORRIENTES,.36423725
2015-01-01,ENTRE RIOS,.39803877
2015-01-01,FORMOSA,.39005777
2015-01-01,JUJUY,.41531798
2015-01-01,LA PAMPA,.42207098
2015-01-01,LA RIOJA,.40564477
2015-01-01,MENDOZA,.39039433
2015-01-01,MISIONES,.3725695
2015-01-01,NEUQUEN,.36627397
2015-01-01,RIO NEGRO,.39171213
2015-01-01,SALTA,.38700169
2015-01-01,SAN JUAN,.35223147
2015-01-01,SAN LUIS,.3596341
2015-01-01,SANTA CRUZ,.25209546
2015-01-01,SANTA FE,.38107371
2015-01-01,SANTIAGO DEL ESTERO,.39262706
2015-01-01,TIERRA DEL FUEGO,.38908926
2015-01-01,TUCUMAN,.36306155
2015-02-01,BUENOS AIRES,.39649269
2015-02-01,CAPITAL FEDERAL,.40512511
2015-02-01,CATAMARCA,.38151476
2015-02-01,CHACO,.40607888
2015-02-01,CHUBUT,.36598235
2015-02-01,CORDOBA,.39764765
2015-02-01,CORRIENTES,.36361247
2015-02-01,ENTRE RIOS,.39705777
2015-02-01,FORMOSA,.38800842
2015-02-01,JUJUY,.41808838
2015-02-01,LA PAMPA,.42052415
2015-02-01,LA RIOJA,.38621864
2015-02-01,MENDOZA,.3878119
2015-02-01,MISIONES,.36812738
2015-02-01,NEUQUEN,.36596373
2015-02-01,RIO NEGRO,.38818964
2015-02-01,SALTA,.38793644
2015-02-01,SAN JUAN,.35157824
2015-02-01,SAN LUIS,.35729539
2015-02-01,SANTA CRUZ,.24769226
2015-02-01,SANTA FE,.37563658
2015-02-01,SANTIAGO DEL ESTERO,.39205849
2015-02-01,TIERRA DEL FUEGO,.39095321
2015-02-01,TUCUMAN,.36285466
2015-03-01,BUENOS AIRES,.39450064
2015-03-01,CAPITAL FEDERAL,.40540314
2015-03-01,CATAMARCA,.37904781
2015-03-01,CHACO,.40673947
2015-03-01,CHUBUT,.36372495
2015-03-01,CORDOBA,.39315951
2015-03-01,CORRIENTES,.35986233
2015-03-01,ENTRE RIOS,.39594683
2015-03-01,FORMOSA,.3862091
2015-03-01,JUJUY,.42155388
2015-03-01,LA PAMPA,.41754627
2015-03-01,LA RIOJA,.38176042
2015-03-01,MENDOZA,.37743494
2015-03-01,MISIONES,.36621031
2015-03-01,NEUQUEN,.36511642
2015-03-01,RIO NEGRO,.38883981
2015-03-01,SALTA,.38606215
2015-03-01,SAN JUAN,.35025436
2015-03-01,SAN LUIS,.35708007
2015-03-01,SANTA CRUZ,.24511333
2015-03-01,SANTA FE,.37667531
2015-03-01,SANTIAGO DEL ESTERO,.39279515
2015-03-01,TIERRA DEL FUEGO,.39034066
2015-03-01,TUCUMAN,.3622331
2015-04-01,BUENOS AIRES,.39518848
2015-04-01,CAPITAL FEDERAL,.4052338
2015-04-01,CATAMARCA,.38002488
2015-04-01,CHACO,.40464702
2015-04-01,CHUBUT,.36672089
2015-04-01,CORDOBA,.39273807
2015-04-01,CORRIENTES,.35988346
2015-04-01,ENTRE RIOS,.39662167
2015-04-01,FORMOSA,.38512531
2015-04-01,JUJUY,.41133773
2015-04-01,LA PAMPA,.41824678
2015-04-01,LA RIOJA,.3894712
2015-04-01,MENDOZA,.3792766
2015-04-01,MISIONES,.36413151
2015-04-01,NEUQUEN,.36844841
2015-04-01,RIO NEGRO,.39746475
2015-04-01,SALTA,.38864797
2015-04-01,SAN JUAN,.35020062
2015-04-01,SAN LUIS,.35851201
2015-04-01,SANTA CRUZ,.2426731
2015-04-01,SANTA FE,.3821857
2015-04-01,SANTIAGO DEL ESTERO,.39247397
2015-04-01,TIERRA DEL FUEGO,.3876794
2015-04-01,TUCUMAN,.3591592
2015-05-01,BUENOS AIRES,.39609161
2015-05-01,CAPITAL FEDERAL,.40636477
2015-05-01,CATAMARCA,.38209215
2015-05-01,CHACO,.40493768
2015-05-01,CHUBUT,.36937532
2015-05-01,CORDOBA,.39390609
2015-05-01,CORRIENTES,.35968381
2015-05-01,ENTRE RIOS,.3971878
2015-05-01,FORMOSA,.38505667
